ID,Tenant Code,Trade Name,Tin,Document Type,GL Account,Doc. No.,Ref. No.,Posting Date,Due Date,Bank Code,Bank Name,Debit,Credit
153961,ICM-LT000161,FRUITFULL,,Payment,Security Deposit Payable,P0009054,GL0001847,2020-07-31,0000-00-00,,,16002.00,0
144454,ICM-LT000884,Gateway Motors Cebu Inc.,,Payment,Security Deposit Payable-Preop Clearing,UFT0002349,GL0023124,2020-08-03,0000-00-00,B-022,Banks of the Philippine Islands,0,-60000.00
168532,ICM-LT000118,SARILING HAIN,,Payment,Security Deposit Payable,PRICM-JVBU-08582,GL0026986,2020-09-30,0000-00-00,,,0,-13200.00
187622,ICM-LT000895,Atharra Primeland Development Corp.,,Payment,Security Deposit Payable,PR302580,GL0030063,2020-10-06,0000-00-00,B-007,Land Bank of the Philippines,0,-120000.00
160058,ICM-LT000968,Too Nice To Slice,,Payment,Security Deposit Payable,PR302581,GL0025662,2020-11-25,0000-00-00,B-007,Land Bank of the Philippines,0,-54000.00
162493,ICM-LT000970,Coffee Spot,,Payment,Security Deposit Payable,PR302583,GL0026049,2020-12-11,0000-00-00,B-007,Land Bank of the Philippines,0,-17314.97
168389,ICM-LT000883,K and K Cellshop and Services,,Payment,Security Deposit Payable-Preop Clearing,UFT0002971,GL0026969,2020-12-16,0000-00-00,B-007,Land Bank of the Philippines,0,-105000.00
169415,ICM-LT000086,FILA,,Payment,Security Deposit Payable-Preop Clearing,UFT0002986,GL0027118,2020-12-18,0000-00-00,B-012,Banks of the Philippine Islands,0,-15961.06
250224,ICM-LT000120,THE SUN SHOP,,Payment,Security Deposit Payable,P0011712,GL0002499,2020-12-31,0000-00-00,,,54439.06,0
177439,ICM-LT000106,VANILLA ICE PEARL,,Payment,Security Deposit Payable,P0010606,GL0007778,2020-12-31,0000-00-00,,,27144.00,0
252078,ICM-LT000135,JELLIES BY MENDREZ,,Payment,Security Deposit Payable,P0011713,GL0007436,2021-01-31,0000-00-00,,,39363.43,0
176389,ICM-LT000991,Alis Refreshment Stall,,Payment,Security Deposit Payable,PR040855,GL0028338,2021-03-04,0000-00-00,B-007,Land Bank of the Philippines,0,-16050.00
176387,ICM-LT000991,Alis Refreshment Stall,,Payment,Security Deposit Payable,PR302584,GL0028337,2021-03-04,0000-00-00,B-007,Land Bank of the Philippines,0,-28950.00
177809,ICM-LT000994,Bohol Family Wellness Medical Clinic,,Payment,Security Deposit Payable,PR302585,GL0028518,2021-03-16,0000-00-00,B-007,Land Bank of the Philippines,0,-150000.00
191113,ICM-LT001006,PNB (Cash Accept Machine),,Payment,Security Deposit Payable-Preop Clearing,UFT0003476,GL0030675,2021-05-17,0000-00-00,B-018,PNB ICM BRANCH,0,-15000.00
193766,ICM-LT001014,Quadtechnology Mobile Phones and Accessories,,Payment,Security Deposit Payable,PR302586,GL0031016,2021-06-22,0000-00-00,B-007,Land Bank of the Philippines,0,-15000.00
197219,ICM-LT000904,Musashi Takoyaki,,Payment,Security Deposit Payable,PR302587,GL0031647,2021-07-08,0000-00-00,B-007,Land Bank of the Philippines,0,-8000.00
206859,ICM-LT000035,GLOBE TELECOM INC,,Payment,Security Deposit Payable-ARNTI,IP0000142,GL0033045,2021-07-08,0000-00-00,,,0,-37788.96
283136,ICM-LT000991,Alis Refreshment Stall,,Payment,Security Deposit Payable,P0011723,GL0028337,2021-07-31,0000-00-00,,,28950.00,0
283146,ICM-LT000991,Alis Refreshment Stall,,Payment,Security Deposit Payable,P0011723,GL0028338,2021-07-31,0000-00-00,,,6912.00,0
211600,ICM-LT000904,Musashi Takoyaki,,Payment,Security Deposit Payable,PR041455,GL0033700,2021-10-02,0000-00-00,B-007,Land Bank of the Philippines,0,-10000.00
211688,ICM-LT001097,MJ and RJ Food House,,Payment,Security Deposit Payable,PR041463,GL0033715,2021-10-04,0000-00-00,B-007,Land Bank of the Philippines,0,-30000.00
213071,ICM-LT001098,OPPAS CORNDOG,,Payment,Security Deposit Payable,PR302588,GL0033841,2021-10-08,0000-00-00,B-007,Land Bank of the Philippines,0,-30000.00
232706,ICM-LT001083,Creame Tea,,Payment,Security Deposit Payable,PRAPSU000865,GL0036618,2021-10-28,0000-00-00,,,0,-30000.00
220769,ICM-LT000904,Musashi Takoyaki,,Payment,Security Deposit Payable,PR041596,GL0034963,2021-11-30,0000-00-00,B-007,Land Bank of the Philippines,0,-12000.00
221247,ICM-LT000970,Coffee Spot,,Payment,Security Deposit Payable,PR041610,GL0035038,2021-12-02,0000-00-00,B-007,Land Bank of the Philippines,0,-42685.03
232835,ICM-LT000038,RC GOLDLINE,,Payment,Security Deposit Payable,P0011706,GL0007472,2021-12-09,0000-00-00,,,43387.69,0
232852,ICM-LT000038,RC GOLDLINE,,Payment,Security Deposit Payable,P0011707,GL0007472,2021-12-09,0000-00-00,,,12491.14,0
283300,ICM-LT000116,ROASTED BY: JUST SIZZLIN,,Payment,Security Deposit Payable,P0011726,GL0007371,2021-12-31,0000-00-00,,,120000.00,0
227114,ICM-LT000221,REFRESHMENTS,,Payment,Security Deposit Payable,P0011704,GL0002591,2021-12-31,0000-00-00,,,75000.00,0
